image_1,image_2,image_3,style_id,sub_class,class,sub_dept,dept,division,sku,vendor,apparel_type,color,leg_fit,neck_type,pant_length,print_type,sleeve_length
https://dks.scene7.com/is/image/dkscdn/17NIKMNPSHRTXXXXXAPB_Black_Anthracite_White,,,838061,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18103864,NIKE,,Black/Anthracite/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMHGCLSWTCHCMAPTX_White_Grph_Glacier_Gray,,,1275057,UA COMPRESSION TOPS,UA CORE COMPRESSION,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16174330,UNDER ARMOUR,,White/Grph/Glacier Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWPRFCTPCTXXXAPT_Island_Blue_Island_Blue,,,1254026,UA RUNNING TOPS,UA RUNNING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15178300,UNDER ARMOUR,,Island Blue/Island Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMTHRDBRNSSXXAPT_Vapor_Green_Stealth_Gray,,,1289583,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17182587,UNDER ARMOUR,,Vapor Green/Stealth Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWLGNDSSTXXXXAPT_Purple_Dynasty,,,822961Z,N TRAINING TOPS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16713812,NIKE,,Purple Dynasty,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMCGRMRCMPLGGAPBX_White_Steel,,,1265649,UA COLD COMPRSSION BOTTMS,UA COLD COMPRESSION,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,15670503,UNDER ARMOUR,,White/Steel,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMCRTDRYTMPLXTPS_White_Black_Cool_Grey_Blk,,,830849,N TENNIS TOPS,N TENNIS,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17230240,NIKE,,White/Black/Cool Grey/Blk,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMPWRTRNHTHRTAPT_Black_Heather,,,T6274,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,15922254,JBI/CHAMPION JOG BRA,,Black Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/16CA2WFLDVRWSTCPRAPB_Caviar,,,WAX00344,C FITNESS BOTTOMS,C FITNESS,CALIA,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17401537,DSG DIRECT,,Caviar,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMMNSLMNTSGLVCLD_Black_Graphite_Graphite,,,1300082,COLD WEATHER,UA ACCESSORIES,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18184137,UNDER ARMOUR,,Black/Graphite/Graphite,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPRHYPRCLSSTAPT_Black,,,725714,N COMPRESSION TOPS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16182512,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWHGHMPCTSTRPAPUA_DHG_Berry_Blast,,,WAA35702H,PB HIGH IMPACT SPORTS BRA,PB SPORTS BRA UNDERWEAR,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17368033,DSG DIRECT,,DHG/Berry Blast,,,,,
https://dks.scene7.com/is/image/dkscdn/17FGEMFTNSSGRTF16APT_Heather_Red,,,FGTEE-16,O TRAINING TOPS,O TRAINING,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17845549,KJ SPORTSWEAR,,Heather Red,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMFLGHTFLCFZHNJT_Carbon_Heather_White,,,823064,N JORDAN TOPS,N JORDAN,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16717488,NIKE,,Carbon Heather/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16LJAWCCNSLSSJCKTAPO_Black_Marl,,,91614,EB FITNESS JACKETS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17663147,LORNA JANE,,Black Marl,,,,,
https://dks.scene7.com/is/image/dkscdn/17CA2WCLNYWHRJGGRAPB_Caviar,,,WAX32009,C FITNESS BOTTOMS,C FITNESS,CALIA,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17822375,DSG DIRECT,,Caviar,,,,,
https://dks.scene7.com/is/image/dkscdn/17SOFWVNTDBCKRTRTAPT_White_On_White,,,5815V,O TRAINING TOPS,O TRAINING,OTHER,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18157472,SOFFE,,White On White,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWWWCCPRXXXXXAPB_Caviar,,,WAA17505,PB COMPRESSION BOTTOMS,PB CORE COMPRESSION,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17275843,DSG DIRECT,,Caviar,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWPRFCTPCTXXXAPT_Rebel_Pink,,,1254026,UA RUNNING TOPS,UA RUNNING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15178300,UNDER ARMOUR,,Rebel Pink,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWSLDPRFRMNCTAPT_Pure_White,,,WAA16121S,PB TRAINING TOPS,PB TRAINING,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17347690,DSG DIRECT,,Pure White,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWRPDSSTPXXXXAPT_Bold_Berry_Bright_Violet,,,840173,N RUNNING TOPS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17108144,NIKE,,Bold Berry/Bright Violet,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMSLDTCHTXXXXAPT_White,,,T0022Z,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16432913,JBI/CHAMPION JOG BRA,,White,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMNKCRTPLXXXXTPS_Black_White,,,644776,N TENNIS TOPS,N TENNIS,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,15259704,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMLGND20SSTXXAPT_Blue_Jay_White,,,718833,N TRAINING TOPS,N TRAINING,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16127026,NIKE,,Blue Jay/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPRCL3SHRTFSAPB_Game_Royal,,,725443Z,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16180141,NIKE,,Game Royal,,,,,
https://dks.scene7.com/is/image/dkscdn/16LUCWSVSNTNCXXXXAPT_Jet_Stream,,,LU112506,L FITNESS TOPS,L FITNESS,LUCY,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16702818,VF OUTDOOR INC (LUCY),,Jet Stream,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWHGRMRSHRTY4APB_Blue_Infinity,,,1297899,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17011935,UNDER ARMOUR,,Blue Infinity,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMTCHVNCKSSTXAPT_Royal_Steel,,,1253534,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,15271049,UNDER ARMOUR,,Royal/Steel,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSLDRMRLSTPXAPT_Graphite,,,1270185,UA COMPRESSION TOPS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15803207,UNDER ARMOUR,,Graphite,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWSMLSSWDHDBNSPR_Burgundy_Crush,,,NJNH8,SPORTBANDS,N ACCESSORIES,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17690448,ENI JR286,,Burgundy Crush,,,,,
https://dks.scene7.com/is/image/dkscdn/16CA2WCLCTTLNGSLVAPT_Blue_Grass,,,WAX00287,C FITNESS TOPS,C FITNESS,CALIA,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16848902,DSG DIRECT,,Blue Grass,,,,,
https://dks.scene7.com/is/image/dkscdn/17AU2MCLDWTHRCMPRAPT_Pure_White,,,MSS200112,SS COLD COMPRESSION TOPS,SS COLD COMPRESSION,SECOND SKIN,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17909021,DSG DIRECT,,Pure White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NWBMBRTHSHRTSLVAPTA_Supercell,,,MT71030,O RUNNING TOPS,O RUNNING,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17359196,NEW BALANCE ATHL SHOE CO,,Supercell,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWLGNDCRTXXXXAPT_Racer_Pink,,,903112HO17,N TRAINING TOPS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18077875,NIKE,,Racer Pink,,,,,
https://dks.scene7.com/is/image/dkscdn/16ASIWWVN2N1SHRTXAPB_Berry,,,130470,EB RUN BOTTOMS,EB RUNNING,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16373558,ASICS AMERICA CORPORATION,,Berry,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMCGRCTR34LGGAPB_Black_Stealth_Gray_White,,,1305827,UA COLD COMPRSSION BOTTMS,UA COLD COMPRESSION,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18182560,UNDER ARMOUR,,Black/Stealth Gray/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16ADIMCCCNTNDRTXXATT_Coll_Royal,,,F16APM860,A TRAINING TOPS,A TRAINING,ADIDAS,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16731257,ADIDAS,,Coll Royal,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMNKDFCLTLWNDAPT_Dark_Grey,,,724912,N RUNNING TOPS,N RUNNING,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16438270,NIKE,,Dark Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMMNSCNVRTBLGCLD_Black_Black_Black,,,1298517,COLD WEATHER,UA ACCESSORIES,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18184124,UNDER ARMOUR,,Black/Black/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMTRCKSTPBNXXCLD_Gold_Ore_Black,,,1283122,COLD WEATHER,UA ACCESSORIES,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16711319,UNDER ARMOUR,,Gold Ore/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16CA2WCLSSNTLTGHTAPBXX_Caviar,,,WAX00021WP,C FITNESS BOTTOMS,C FITNESS,CALIA,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16257570,DSG DIRECT,,Caviar,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMTCHPPVRHNLYAPT_Dark_Orange_Graphite,,,1274511,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16176317,UNDER ARMOUR,,Dark Orange/Graphite,,,,,
https://dks.scene7.com/is/image/dkscdn/16ADIWM10MRTHNSHRAPB_Ultility_Blue,,,S16081342,A TRAINING BOTTOMS,A TRAINING,ADIDAS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16232176,ADIDAS,,Ultility Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMJLTFLCPNTXXNJB_Black,,,724788,N JORDAN BOTTOMS,N JORDAN,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16240528,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWXTMLRSSXXXXAPT_Black,,,747056,N RUNNING TOPS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15688405,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17JDNM23LPHDRYSSTNJTA_Gym_Red_Black,,,889713,N JORDAN TOPS,N JORDAN,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18369936,NIKE,,Gym Red/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMSQRDPCPXXXXCPS_Black_Stealth_Gray_Black,,,1283156,CAPS,UA ACCESSORIES,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16711287,UNDER ARMOUR,,Black/Stealth Gray/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMVPRHTHRTXXXAPT_Spice_Carrot_Heather,,,T0766,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16876491,JBI/CHAMPION JOG BRA,,Spice Carrot Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/16SOFYPRFRMNCVTXXAPT_Pink_Lemonade_Heather,,,1505V,O TRAINING TOPS,O TRAINING,OTHER,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15845099,SOFFE,,Pink Lemonade Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWPRWRMSDTLSTAPT_Port_Wine,,,AA3351,N COLD COMPRESSION TOPS,N COLD COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18203877,NIKE,,Port Wine,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMLGND20SSVNCAPT_Cargo_Khaki,,,718839,N TRAINING TOPS,N TRAINING,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16201217,NIKE,,Cargo Khaki,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMCLCMPLSPRJCAPT_White,,,728359Z,N COMPRESSION TOPS,N CORE COMPRESSION,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16056925,NIKE,,White,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWTHRDBRNSMLSAPTD_Mako_Blue,,,1309592,UA RUNNING TOPS,UA RUNNING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17901247,UNDER ARMOUR,,Mako Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/17CHAMVPRHTHRLSTXAPT_Red,,,T3760,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18591984,JBI/CHAMPION JOG BRA,,Red,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMTHRDBRNVNCKAPTB_Raisin_Red_Stealth_Gray,,,1295527,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17182489,UNDER ARMOUR,,Raisin Red/Stealth Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMTHRDBRNKNTHAPTA_Arden_Green_Arden_Green,,,1298396,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17920235,UNDER ARMOUR,,Arden Green/Arden Green,,,,,
https://dks.scene7.com/is/image/dkscdn/16LUCWSTRNGSBTFLPAPB_Lucy_Black,,,LU112226,L FITNESS BOTTOMS,L FITNESS,LUCY,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16134767,VF OUTDOOR INC (LUCY),,Lucy Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKMSSCRWXXXXXXAPU_Iron_Gate,,,REM161LT08,PB UNDERWEAR,PB UNDERWEAR,DSG,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17023365,BASIC RESOURCES INC,,Iron Gate,,,,,
https://dks.scene7.com/is/image/dkscdn/17SOFMSSTPRWGHTDLAPT_Royal_Heather,,,11730,O TRAINING TOPS,O TRAINING,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18006933,SOFFE,,Royal Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWLSCWCCRWXXXAPT_Pure_White,,,WAA26606,PB COLD COMPRESSION TOPS,PB COLD COMPRESSION,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16763719,DSG DIRECT,,Pure White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKMMNKBRFBXR2PAPU_Black_Black_White,,,AA2960Z,N UNDERWEAR,N UNDERWEAR,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18727220,NIKE,,Black/Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMPWRBLNDFLCCAPT_Surf_The_Web,,,S0888,C FLEECE TOPS,C FLEECE,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16835838,JBI/CHAMPION JOG BRA,,Surf The Web,,,,,
https://dks.scene7.com/is/image/dkscdn/17CFTMBRLLNT20THRAPB_Flumino,,,1904632,O RUNNING BOTTOMS,O RUNNING,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18053396,CRAFT SPORTSWEAR NA,,Flumino,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMMNPHPRCLTPLAPT_White_White,,,828172,N COMPRESSION TOPS,N CORE COMPRESSION,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17148251,NIKE,,White/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKMMNKBRTHTPSSAPT_Armory_Blue,,,833136,N RUNNING TOPS,N RUNNING,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17282446,NIKE,,Armory Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMJRSYTXXXXXXAPT_Deep_Red,,,T2112,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17212520,JBI/CHAMPION JOG BRA,,Deep Red,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMVPRHTHRTXXXAPT_Glazed_Orange_Heather,,,T0766,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16876491,JBI/CHAMPION JOG BRA,,Glazed Orange Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/17ONZWWDLGCRPBLCKAPB_Black,,,2102B,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18896716,ONZIE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMSPRTSWRLSHNAPT_Midnight_Navy_Mdn_Steel,,,1272423,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16176345,UNDER ARMOUR,,Midnight Navy/Mdn/Steel,,,,,
https://dks.scene7.com/is/image/dkscdn/15CHAWVNCKTXXXXXXAPT_Black,,,8875,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15630472,JBI/CHAMPION JOG BRA,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWCRCTTNJRSYLAPT_Pure_White,,,WAA27129,PB TRAINING TOPS,PB TRAINING,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18033073,DSG DIRECT,,Pure White,,,,,
https://dks.scene7.com/is/image/dkscdn/20NIKWTMPCRXXXXXXAPB_White_White_Whi_Wolf_Grey,,,831558,TEMPO TRACK SHORT,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17289829,NIKE,,White/White/Whi/Wolf Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKMSLVLSSSLDTCAPT_Surf_The_Web,,,MAA11632,PB TRAINING TOPS,PB TRAINING,DSG,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16192030,DSG DIRECT,,Surf The Web,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARMSTRKRVNCKSSAPT_Rocket_Red_Black,,,1283380,UA RUNNING TOPS,UA RUNNING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16252106,UNDER ARMOUR,,Rocket Red/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16JDNMJLLSSN23CMPNJT_Gym_Red_Black,,,819939,N JORDAN TOPS,N JORDAN,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17041151,NIKE,,Gym Red/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17RBKWJRSYDRMSHRTAPB_Mhg__Pure_White_Mesh,,,WAA27118,PB TRAINING BOTTOMS,PB TRAINING,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18006187,DSG DIRECT,,Mhg /Pure White Mesh,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSLDLSTCH12ZAPT_White,,,1263101,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,15808963,UNDER ARMOUR,,White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKMMNKDRYSHRTFNFB_Black,,,860367,N FLEECE BOTTOMS,N FLEECE,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17797724,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWSLVSBLPMLNGAPT_Violet_Guava_Punch_Blip,,,WAA16121N,PB TRAINING TOPS,PB TRAINING,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17399565,DSG DIRECT,,Violet/Guava Punch Blip,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWNBRKSLNRGLVCLD_Black,,,1281892,COLD WEATHER,UA ACCESSORIES,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16692578,UNDER ARMOUR,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17CHAWPLSBSLTSTRTAPT_Black,,,QW0978,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18084092,JBI/CHAMPION JOG BRA,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAWCHMPNTHNTCWAPBA_Oxford_Gray,,,M7419,TRAINING BOTTOMS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17451499,JBI/CHAMPION JOG BRA,,Oxford Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPRCLCPRFSHNAPB_Black_Vivid_Pink,,,725468Z,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16180304,NIKE,,Black/Vivid Pink,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWPRSTRTCHSHRAPUB_Indulge_Indulge,,,1276493,UA UNDERWEAR,UA SPORTS BRA UNDERWEAR,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16719992,UNDER ARMOUR,,Indulge/Indulge,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMVPRHTHRTXXXAPT_Carmine_Red_Heather,,,T0766,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16876491,JBI/CHAMPION JOG BRA,,Carmine Red Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/16AU2MCMPRSSNLSTPAPT_Peacoat,,,MSS100103,SS COMPRESSION TOPS,SS CORE COMPRESSION,SECOND SKIN,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17404528,DSG DIRECT,,Peacoat,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMVPRHTHRTXXXAPT_Surf_The_Web_Heather,,,T0766,C TRAINING TOPS,C TRAINING,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16876491,JBI/CHAMPION JOG BRA,,Surf The Web Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMPWRBLNDFLCCAPT_Oxford_Grey,,,S0888,C FLEECE TOPS,C FLEECE,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16835838,JBI/CHAMPION JOG BRA,,Oxford Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKMNPFTTDMDRNSAPT_Black_Black,,,AA1591,N TRAINING TOPS,N TRAINING,NIKE,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18101141,NIKE,,Black/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPRCL5SHRTXXAPB_Black_White,,,725481,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16180406,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/20NIKWTMPCRXXXXXXAPB_Signal_Blue,,,831558H,TEMPO TRACK SHORT,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18649754,NIKE,,Signal Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAWCHMPNVPRWMNAPTA_Steel_Blue,,,QW0982,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17451726,JBI/CHAMPION JOG BRA,,Steel Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/18UARMCGFTTDCRWXXAPT_White_Steel,,,1332491,UA COLD COMPRESSION TOPS,UA COLD COMPRESSION,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18971954,UNDER ARMOUR,,White/Steel,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWNKPRWRMTGHTAPB_Black_Ember_Glow,,,803102,N COLD COMPRSSION BOTTMS,N COLD COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16654707,NIKE,,Black/Ember Glow,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGRMR2N1SHRAPB_Mdn_Royal,,,1294856,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17110009,UNDER ARMOUR,,Mdn/Royal,,,,,
https://dks.scene7.com/is/image/dkscdn/16VIMWRSTNCPRXXXXAPB_Black,,,814,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17541765,"VIMMIA, LLC",,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWVNRLGNDTXXXAPT_Light_Menta,,,902082SU18,N TRAINING TOPS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18726981,NIKE,,Light Menta,,,,,
https://dks.scene7.com/is/image/dkscdn/16CA2WCLCBLLGWRMRSTD_Gothic_Plum,,,CAC1014,STUDIO,C ACCESSORIES,CALIA,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16076560,DSG DIRECT,,Gothic Plum,,,,,
