image_1,image_2,image_3,style_id,sub_class,class,sub_dept,dept,division,sku,vendor,apparel_type,color,leg_fit,neck_type,pant_length,print_type,sleeve_length
https://dks.scene7.com/is/image/dkscdn/17BSJWCLRBLCKMTLLAPB_Sage_Black,,,ELX4P28,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18551639,BETSEY JOHNSON PERFORMANCE,,Black/Faded Sage,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWCLRBLCKTGHTAPB_Black_White,,,AH6312X,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18558488,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMGX2CLRBAPT_Pure_Platinum,,,868758,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18077301,NIKE,,Pure Platinum,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWSCMRCNCLRBLAPB_Medieval_Blue,,,WAA18305,PB FITNESS BOTTOMS,PB FITNESS,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18729346,DSG DIRECT,,Medieval Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGRMRCLRBLCAPB_Carbon_Heather_Raisin_Red,,,1316884,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18169976,UNDER ARMOUR,,Carbon Heather/Raisin Red,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKNDRNAPT_Oatmeal_Heather,,,AH8969,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18882434,NIKE,,Oatmeal Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKNDRNAPT_White,,,AH8969,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18882434,NIKE,,White,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWSTDCLRBLCKTAPB_Gridiron,,,933430,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18878444,NIKE,,Gridiron,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSHPSHFTRCLRAPB_Black_White_Silver,,,1271630,UA FITNESS BOTTOMS,UA FITNESS,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16227126,UNDER ARMOUR,,Black/White/Silver,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKNDRNAPT_Black,,,AH8969,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18882434,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGCLRBLCKPRAPB_Black_Rhino_Gray,,,1307553,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17963329,UNDER ARMOUR,,Black/Rhino Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGRMRCLRBLCAPB_Black_Rhino_Gray,,,1316884,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18169976,UNDER ARMOUR,,Black/Rhino Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAWCHMPNWMNBSLAPBA_String_Theory_Black,,,M1256PSP17,TRAINING BOTTOMS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18083588,JBI/CHAMPION JOG BRA,,String Theory/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWCLRBLCKSWSHAPB_Black,,,905137,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18325621,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16BSJWRCRFRNTPRNTAPU_Black_White,,,EJX6T28,EB MED IMPACT SPORTS BRA,EB SPORTS BRA UNDERWEAR,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17679560,BETSEY JOHNSON PERFORMANCE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAWCHMPNWMNBSLAPBA_Black_Flight_Blue,,,M1256SP17,TRAINING BOTTOMS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18083561,JBI/CHAMPION JOG BRA,,Black/Flight Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPR3CLSHRTCLAPB_Game_Royal,,,812928,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16182867,NIKE,,Game Royal,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGCLRBLCKPRAPB_Midnight_Navy_Cape_Coral,,,1307553,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17963329,UNDER ARMOUR,,Midnight Navy/Cape Coral,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMGX2CLRBAPT_Binary_Blue,,,868758,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18077301,NIKE,,Binary Blue,,,,,
https://dks.scene7.com/is/image/dkscdn/16RBKWCLRBLCKPRFRAPB_Poison_Pink,,,WAA26307CB,PB FITNESS BOTTOMS,PB FITNESS,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16867544,DSG DIRECT,,Poison Pink,,,,,
https://dks.scene7.com/is/image/dkscdn/16BSJWRCRFRNTPRNTAPU_Multi_Combo,,,EJX6T28,EB MED IMPACT SPORTS BRA,EB SPORTS BRA UNDERWEAR,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17679560,BETSEY JOHNSON PERFORMANCE,,Multi Combo,,,,,
https://dks.scene7.com/is/image/dkscdn/17RBKMNYLXCLRBLCKAPB_Black,,,ARWPS17260,PB TRAINING BOTTOMS,PB TRAINING,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17700416,REEBOK INTERNATIONAL LTD.,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMSPRTSTYLCLRAPT_Black,,,1310572,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18825021,UNDER ARMOUR,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARMSPRTSTYLCLRAPT_White,,,1310572,UA TRAINING TOPS,UA TRAINING,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18825021,UNDER ARMOUR,,White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTTCKCLRBLCKAPB_Black_Black,,,890468,N TRAINING BOTTOMS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18329017,NIKE,,Black/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWLGNDCLRBLCKAPB_Carbon_Heather,,,904470,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18158145,NIKE,,Carbon Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWSTDCLRBLCKTAPB_Smoky_Mauve_Ht,,,933430,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18878444,NIKE,,Smoky Mauve Ht,,,,,
https://dks.scene7.com/is/image/dkscdn/18AU2MTRNNGSSCLRBAPT_Gravel_Rainforest_Heather,,,MSS200342H,SS TRAINING TOPS,SS TRAINING,SECOND SKIN,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,19139131,DSG DIRECT,,Gravel/ Rainforest Hthr,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAMDBLDRYCLRBLAPOX_Scarlet_Black,,,S270,C FLEECE JACKETS,C FLEECE,CHAMPION,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,16420861,JBI/CHAMPION JOG BRA,,Scarlet/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWCLRBLCKDLGNAPB_Black,,,904474,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17626040,NIKE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWXTSTDCLRBLCAPB_Smoky_Mauve_Ht,,,AO2260X,N PLUS BOTTOMS,N PLUS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18983218,NIKE,,Smoky Mauve Ht,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWWPCLXCLRBLCAPB_Black_Anthracite,,,944367,N RUNNING BOTTOMS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18551783,NIKE,,Black/Anthracite,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWXTSTDCLRBLCAPB_Gridiron,,,AO2260X,N PLUS BOTTOMS,N PLUS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18983218,NIKE,,Gridiron,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Pure_Platinum_Racer_Pink,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Pure Platinum/Racer Pink,,,,,
https://dks.scene7.com/is/image/dkscdn/16CHAWCHMPNWMNBSLAPBA_Black_Paper_Orchid_Hthr,,,M1256SP17,TRAINING BOTTOMS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18083561,JBI/CHAMPION JOG BRA,,Black/Paper Orchid Hthr,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWGYMVNTGVSTCAPT_Lt_Crimson,,,728236,N TRAINING TOPS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16423615,NIKE,,Lt Crimson,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Black_White,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/17CMBM2PKCLRBLCKBAPU_Black_Blkgry,,,RM8C203,O UNDERWEAR,O UNDERWEAR,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,18183548,DELTA GALIL USA (D2M BRANDS),,Black/Blkgry,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Cool_Grey,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Cool Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTTCKCLRBLCKAPB_Black_White,,,890468,N TRAINING BOTTOMS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18329017,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSHPSHFTRCLRAPB_Black_Black,,,1271630,UA FITNESS BOTTOMS,UA FITNESS,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16227126,UNDER ARMOUR,,Black/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17BSJWJCQRDMSHCLRAPB_Black_White_Combo,,,ELX4P99,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18671924,BETSEY JOHNSON PERFORMANCE,,Black/White Combo,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGCLRBLCKPRAPB_Black_White,,,1307553,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17963329,UNDER ARMOUR,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Purple_Comet_Black,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Purple Comet/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWCLRBLCKDLGNAPB_Sequoia,,,904474,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17626040,NIKE,,Sequoia,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWWPCLXCLRBLCAPB_Ridgerock_Sepia_Stone,,,944367,N RUNNING BOTTOMS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18551783,NIKE,,Ridgerock/Sepia Stone,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMGX2CLRBAPT_Purple_Comet,,,868758,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18077301,NIKE,,Purple Comet,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWGYMVNTGVSTCAPT_Rio_Teal,,,728236,N TRAINING TOPS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16423615,NIKE,,Rio Teal,,,,,
https://dks.scene7.com/is/image/dkscdn/17UARWHGRMRCLRBLCAPB_Black_Icelandic_Rose,,,1316884,UA COMPRESSION BOTTOMS,UA CORE COMPRESSION,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18169976,UNDER ARMOUR,,Black/Icelandic Rose,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWFVRTLGGNGCLAPB_Black_White,,,1271685,UA TRAINING BOTTOMS,UA TRAINING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16134361,UNDER ARMOUR,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSHPSHFTRCLRAPB_Navy_Seal,,,1271630,UA FITNESS BOTTOMS,UA FITNESS,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16227126,UNDER ARMOUR,,Navy Seal,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKNDRNAPT_Dk_Grey_Heather_White,,,AH8969,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18882434,NIKE,,Dk Grey Heather/White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Blue_Jay_Bold_Berry,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Blue Jay/Bold Berry,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMGX2CLRBAPT_Glacier_Grey,,,868758,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18077301,NIKE,,Glacier Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWCLRBLCKSWSHAPBA_Dark_Grey,,,905142,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18325630,NIKE,,Dark Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPB_Black,,,ENX4P28,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206560,BETSEY JOHNSON PERFORMANCE,,Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPT_Lt_Burst_Bambi_Grey_Combo,,,ENX4T25,EB FITNESS TOPS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206744,BETSEY JOHNSON PERFORMANCE,,Lt Burst Bambi/Grey Combo,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPB_Light_Heather_Grey,,,ENX4P28,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206560,BETSEY JOHNSON PERFORMANCE,,Light Heather Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWPLSCHVRNCLRAPT_Light_Char_Heather_Grey,,,ENP4T25,EB FITNESS TOPS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19205892,BETSEY JOHNSON PERFORMANCE,,Light/Char Heather Grey,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPB_Merlot,,,ENX4P28,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206560,BETSEY JOHNSON PERFORMANCE,,Merlot,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPT_Pearl_Bambi,,,ENX4T25,EB FITNESS TOPS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206744,BETSEY JOHNSON PERFORMANCE,,Pearl/Bambi,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWPLSCHVRCLRBAPB_Merlot,,,ENP4P28,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19205835,BETSEY JOHNSON PERFORMANCE,,Merlot,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWSPDCLRBLCKNAPB_Blue_Void_Aluminum,,,AJ8813,N RUNNING BOTTOMS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19293414,NIKE,,Blue Void/Aluminum,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWSPDCLRBLCKNAPB_Black_White,,,AJ8813,N RUNNING BOTTOMS,N RUNNING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19293414,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKLGSXAPB_Blue_Void_White,,,AR3118,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19295086,NIKE,,Blue Void/White,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKLGSXAPB_Black_Carbon_Heather,,,AR3118,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19295086,NIKE,,Black/Carbon Heather,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKLGSXAPB_Black_Ember_Glow,,,AR3118,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19295086,NIKE,,Black/Ember Glow,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWCHVRNCLRBLCAPT_Pearl_Black,,,ENX4T25,EB FITNESS TOPS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19206744,BETSEY JOHNSON PERFORMANCE,,Pearl/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18CHAWTHSHWFFCLRBAPU_Granite_Heather_Black,,,1666D,HIGH IMPACT SPORTS BRA,SPORTSBRAS,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19431868,JBI/CHAMPION JOG BRA,,Granite Heather/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/18NWBWCLRBLCKCCLRAPBA_Black_White,,,WP91134,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19436706,NEW BALANCE ATHL SHOE CO,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTHRMCLRBLCKAPT_Port_Wine_Sunblush,,,868750,N FLEECE TOPS,N FLEECE,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,17790095,NIKE,,Port Wine/Sunblush,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTTCKCLRBLCKAPB_Obsidian_Black,,,890468,N TRAINING BOTTOMS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18329017,NIKE,,Obsidian/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/17BSJWJCQRDMSHCLRAPU_Black_White_Combo,,,ELX4T97,EB MED IMPACT SPORTS BRA,EB SPORTS BRA UNDERWEAR,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18672023,BETSEY JOHNSON PERFORMANCE,,Black/White Combo,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTTCKCLRBLCKAPB_Dark_Grey_White,,,890468,N TRAINING BOTTOMS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18329017,NIKE,,Dark Grey/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWSHPSHFTRCLRAPB_Rhino_Gray_Rhino_Gray,,,1271630,UA FITNESS BOTTOMS,UA FITNESS,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16227126,UNDER ARMOUR,,Rhino Gray/Rhino Gray,,,,,
https://dks.scene7.com/is/image/dkscdn/17NIKWTTCKCLRBLCKAPB_Pure_Platinum_White,,,890468,N TRAINING BOTTOMS,N TRAINING,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,18329017,NIKE,,Pure Platinum/White,,,,,
https://dks.scene7.com/is/image/dkscdn/16PUMMSSCLRBLCKWNAPT_True_Blue_Blue_Danube,,,590981,O TRAINING TOPS,O TRAINING,OTHER,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17624588,PUMA N.A.,,True Blue/Blue Danube,,,,,
https://dks.scene7.com/is/image/dkscdn/16UARWFVRTLGGNGCLAPB_Carbon_Heather_Hrmony_Red,,,1271685,UA TRAINING BOTTOMS,UA TRAINING,UNDER ARMOUR,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16134361,UNDER ARMOUR,,Carbon Heather/Hrmony Red,,,,,
https://dks.scene7.com/is/image/dkscdn/18UARMFCLRBLCKPHDAPT_Arden_Green_Black,,,1313508,UA FLEECE TOPS,UA FLEECE,UNDER ARMOUR,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,17931081,UNDER ARMOUR,,Arden Green/Black,,,,,
https://dks.scene7.com/is/image/dkscdn/16NIKWPRHC3CLRBLCAPB_Lt_Photo_Blue,,,725449,N COMPRESSION BOTTOMS,N CORE COMPRESSION,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,16420059,NIKE,,LT PHOTO BLUE,,,,,
https://dks.scene7.com/is/image/dkscdn/18AU2MTRNNGSSCLRBAPT_Poseidon_Gravel_Heather,,,MSS200342H,SS TRAINING TOPS,SS TRAINING,SECOND SKIN,MENS ATHLETIC APPAREL,APPAREL ATHLETIC,19139131,DSG DIRECT,,Poseidon/ Gravel Hthr,,,,,
https://dks.scene7.com/is/image/dkscdn/18NIKWCLRBLCKLGSXAPB_Black_White,,,AR3118,N FITNESS BOTTOMS,N FITNESS,NIKE,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19295086,NIKE,,Black/White,,,,,
https://dks.scene7.com/is/image/dkscdn/18CHAWTHSHWFFCLRBAPU_Surf_The_Web,,,1666D,HIGH IMPACT SPORTS BRA,SPORTSBRAS,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19431868,JBI/CHAMPION JOG BRA,,Surf The Web,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWPLSPRFCLRBLAPB_Neon_Red,,,WAA19304PRTWP,PLUS SIZE BOTTOMS,PB PLUS SIZE,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19615074,DSG DIRECT,,Neon Red,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWPLSPRFCLRBLAPB_Blue_Hills,,,WAA19304PRTWP,PLUS SIZE BOTTOMS,PB PLUS SIZE,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19615074,DSG DIRECT,,Blue Hills,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWPRFRMNCCLRBAPB_Neon_Red,,,WAA19304PRT,PB FITNESS BOTTOMS,PB FITNESS,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19615095,DSG DIRECT,,Neon Red,,,,,
https://dks.scene7.com/is/image/dkscdn/18RBKWPRFRMNCCLRBAPB_Blue_Hills,,,WAA19304PRT,PB FITNESS BOTTOMS,PB FITNESS,DSG,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19615095,DSG DIRECT,,Blue Hills,,,,,
https://dks.scene7.com/is/image/dkscdn/19CHAWCLRBLCKTXXXAPT_Purple_White,,,WL250,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19637903,JBI/CHAMPION JOG BRA,,Purple White,,,,,
https://dks.scene7.com/is/image/dkscdn/19CHAWCLRBLCKTXXXAPT_Orange_Blue_White,,,WL250,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19637903,JBI/CHAMPION JOG BRA,,Orange Blue White,,,,,
https://dks.scene7.com/is/image/dkscdn/19CHAWCLRBLCKTXXXAPT_Dark_Blue_White,,,WL250,TRAINING TOPS,TRAINING,CHAMPION,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19637903,JBI/CHAMPION JOG BRA,,Dark Blue White,,,,,
https://dks.scene7.com/is/image/dkscdn/19BSJWCLRBLCKLG78APB_Black_Sodalite,,,EQP1P94,EB FITNESS BOTTOMS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19660331,BETSEY JOHNSON PERFORMANCE,,Black/Sodalite,,,,,
https://dks.scene7.com/is/image/dkscdn/19BSJWCLRBLCKLGTPAPT_Black_Sodalite,,,EQX1T11,EB FITNESS TOPS,EB FITNESS,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19660427,BETSEY JOHNSON PERFORMANCE,,Black/Sodalite,,,,,
https://dks.scene7.com/is/image/dkscdn/19BSJWCLRBLCKLGBNAPU_Black_Sodalite,,,EQX1T08,EB MED IMPACT SPORTS BRA,EB SPORTS BRA UNDERWEAR,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19660380,BETSEY JOHNSON PERFORMANCE,,Black/Sodalite,,,,,
https://dks.scene7.com/is/image/dkscdn/18BSJWDGNLCLRBLCKAPU_Black_Passion,,,EQX1T85,EB MED IMPACT SPORTS BRA,EB SPORTS BRA UNDERWEAR,EMERGING BRANDS,WOMENS ATHLETIC APPAREL,APPAREL ATHLETIC,19686961,BETSEY JOHNSON PERFORMANCE,,Black/Passion,,,,,
