image_1,image_2,image_3,style_id,Category,Sub Category,Apparel Type,Closure Silhouette,Color Family,Compression,Graphic Placement,Neckline,Pattern,Sleeve Length,Top Length
https://dks.scene7.com/is/image/GolfGalaxy/16ANGMMLSRPDSXCBLAPT,,,100691ED7251B,Mens,Sweaters,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16ANGMMLSRPDSXCGRAPT,,,100691ED7251G,Mens,Sweaters,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCFLRDRYLHYAPO,,,00031187XFG1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCFSMRNHYBRAPO,,,00031187XFS1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCGRGRDHYBRAPO,,,00031187XGG1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCLSPRHYBRDAPO,,,00031187XLS1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCMCHSTGRNHAPO,,,00031187XMS1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCMCHSTBLKHAPO,,,00031187XMS5,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCKSTBLKHYBAPO,,,00031187XOC1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCRGNBLKHYBAPO,,,00031187XOD5,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCKCRMHYBRDAPO,,,00031187XOK1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCHSTWHTHYBAPO,,,00031187XOS2,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCPSNVYHYBRAPO,,,00031187XPE1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCSCCRMHYBRAPO,,,00031187XSC1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCTNNRGHYBRAPO,,,00031187XTN1,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCTNNGRYHYBAPO,,,00031187XTN4,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMMLBBRVSNVYDAPO,,,00031245XBV1   ,Mens,"Jackets, Coats & Vests",,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCBMGRYWDRSAPT,,,00035925XAL5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCFLRDGRYWDAPT,,,00035925XFG5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCFSGRYWDRSAPT,,,00035925XFS5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCLSGRYWDRSAPT,,,00035925XLS5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCMCHGRYWDRAPT,,,00035925XMC5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCMCHSTGRYWAPTF,,,00035925XMS5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCHSTGRYWDRAPT,,,00035925XOS5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCTNNGRYWDRAPTA,,,00035925XTN5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/17NIKWNCWVGRYWDRSAPT,,,00035925XWV5,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/20JSAWSLRWRSLDDRSAPT_Sugar,,,01433-02,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/20GPKWSLCTWYPTCHWAPT_Inky_Multi,,,0630NFC-062,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/20EPRWSLQZTDYDRSSAPT_Swimming_Multi,,,0810NHA-064,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/21EPRWSLSWRLNGWVSAPT_Inky_Multi,,,0830NHC-064,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/18LGAWWMNSCFT2DRSTPS_Black_Purple,,,1029074-236-XS,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/20JSAWSSSHBRDRSSMAPT_Mint_Julep,,,11401-252,Womens ,Dresses,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMMLBPRTSBLKKAPO,,,00028953XPR1   ,Mens,Sweatshirts & Hoodies,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMMLBTWNSNVYKAPO,,,00028953XTW1   ,Mens,Sweatshirts & Hoodies,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCBSSTBLKWRAPO,,,00029539XES5,Mens,Sweatshirts & Hoodies,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCWBLKWRPPRAPO,,,00029539XIW1,Mens,Sweatshirts & Hoodies,,,,,,,,,
https://dks.scene7.com/is/image/GolfGalaxy/16NIKMNCWGRYWRPPRAPO,,,00029539XIW3,Mens,Sweatshirts & Hoodies,,,,,,,,,
